0.0001	0.0001	0	0	0	0	0	0	0	0	0	4.03179e-313	6.95322e-310
1.08558	-0.487832	0.707374	1.38778e-17	2.77556e-17	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339	4.03179e-313	3.53013
3.9347	-0.121313	2.12772	-0.6183	0.0413573	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323	4.03179e-313	3.57643
6.23734	0.0279532	2.44481	0.795692	0.429047	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847	4.03179e-313	1.09908
8.7653	0.881517	2.83462	-0.0313327	-0.385097	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526	4.03179e-313	0.8749
11.3296	1.46682	3.10206	0.0750295	-0.111378	11.4447	1.42958	11.3468	1.427	2.49328	0.600781	4.03179e-313	0.283051
13.7278	2.01458	3.03028	0.271389	0.143033	13.6572	1.99915	13.827	2.07905	2.5429	0.724947	4.03179e-313	0.928706
16.3282	2.83729	3.081	0.318933	0.0115332	16.282	2.84648	16.3554	2.85243	2.58284	0.844365	4.03179e-313	0.561727
19.1738	3.82624	3.3751	0.356122	0.0571936	19.363	3.87122	18.923	3.74161	2.61382	0.95648	4.03179e-313	0.608211
21.7178	4.75688	3.24886	0.302884	-0.105532	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891	4.03179e-313	1.14425
24.5995	5.88442	3.32738	0.372632	-0.00807316	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953	4.03179e-313	0.592344
26.8049	6.99608	2.9291	0.411211	-0.0984508	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647	4.03179e-313	4.25523
29.498	8.22242	3.06686	0.393373	-0.074181	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822	4.03179e-313	0.68381
31.876	9.49625	3.02363	0.486358	-0.0162229	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358	4.03179e-313	1.06562
34.9292	10.896	3.40071	0.364689	-0.0362874	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617	4.03179e-313	0.940031
37.5695	12.2577	3.36858	0.491519	0.015294	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209	4.03179e-313	1.02672
39.9893	13.6344	3.29564	0.538334	-0.0978135	39.9009	13.6243	40.0971	13.6505	2.66232	1.36459	4.03179e-313	1.39904
42.6089	15.0404	3.31325	0.487672	-0.146752	42.5714	14.9817	42.7638	15.0065	2.65515	1.33938	4.03179e-313	1.09678
45.5919	16.4764	3.51148	0.375827	-0.136042	45.649	16.5213	45.4265	16.3307	2.64546	1.29701	4.03179e-313	0.509115
47.9701	17.6099	3.52449	0.392302	0.0090912	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832	4.03179e-313	1.22802
