8.44818	0.251553	0	0	0	8.44818	0.251553	8.45	0.25	-3.00027	0	4.03179e-313	6.95322e-310
8.45565	0.253943	0.000741516	2.59124e-17	6.93889e-18	8.45582	0.253997	8.45	0.25	0	0	6.23708e-05	6.95322e-310
8.32494	0.251578	-0.421601	-5.10744e-06	-9.72944e-07	8.23962	0.24916	8.25	0.25	-1.81978	0	0.819915	6.95322e-310
8.03362	0.220215	-1.46569	0.0669486	0.018575	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993	4.18268	6.95322e-310
7.68981	0.186031	-2.14388	0.155195	0.0470101	7.54016	0.159641	7.55	0.15	-2.99982	0	2.78866	6.95322e-310
7.41819	0.0711504	-2.40442	0.431727	0.150421	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823	0.907572	6.95322e-310
7.12994	-0.033606	-2.58992	0.419339	0.123681	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499	0.591627	6.95322e-310
6.87867	-0.216334	-2.67845	0.546362	0.214831	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897	0.271117	6.95322e-310
6.66154	-0.414624	-2.74417	0.65516	0.32123	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075	0.251989	6.95322e-310
6.50869	-0.625887	-2.69858	0.78957	0.497629	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769	0.321524	6.95322e-310
6.40273	-0.958775	-2.71801	1.07566	0.910762	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494	1.26676	6.95322e-310
6.27035	-1.23029	-2.74444	1.17652	0.907709	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896	0.0439478	6.95322e-310
6.28737	-1.58552	-2.76953	1.47558	1.23391	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891	1.12084	6.95322e-310
6.2688	-1.88525	-2.81971	1.60185	1.231	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847	0.310856	6.95322e-310
6.32479	-2.1855	-2.85292	1.76977	1.29175	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994	0.233265	6.95322e-310
6.37795	-2.50144	-2.87743	1.87943	1.24502	6.34927	-2.55175	6.35	-2.55	0	-2.72611	0.229907	6.95322e-310
6.46173	-2.8063	-2.88906	1.98191	1.20049	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851	0.161718	6.95322e-310
6.51826	-3.09	-2.89538	2.02539	1.10821	6.44119	-3.14955	6.45	-3.15	0	-2.99754	0.75219	6.95322e-310
6.61143	-3.39531	-2.90105	2.08421	1.03601	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312	0.637324	6.95322e-310
