8.46292	0.243462	-3.04035	0.0287602	0	8.46292	0.243462	8.6	0.25	-3.00029	0	4.03179e-313	6.95322e-310
8.49695	0.240174	-2.71561	0.0294361	6.12029e-05	8.56759	0.241943	8.45	0.25	0	0	4.03179e-313	0.57957
8.3596	0.245496	-2.7588	0.0113291	-0.00320414	8.42544	0.254042	8.35	0.25	-1.81979	0	4.03179e-313	0.0988637
7.95392	0.202901	-3.23207	0.100427	0.0214296	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994	4.03179e-313	1.53344
7.62377	0.168053	-3.49199	0.0949837	0.00835907	7.61269	0.155818	7.7	0.15	-2.99982	0	4.03179e-313	0.452981
7.42181	0.0962614	-3.05487	0.175244	0.0820727	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239	4.03179e-313	1.27385
7.12362	0.0199615	-3.09269	0.201818	0.0866205	7.20598	0.00492725	7.2	9.49949e-07	-2.72851	-0.909507	4.03179e-313	0.108204
6.88661	-0.155814	-2.76427	0.430781	0.564174	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898	4.03179e-313	4.48231
6.65499	-0.331484	-2.76534	0.57617	0.735042	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075	4.03179e-313	0.110716
6.52713	-0.634105	-2.77242	1.03478	1.59783	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769	4.03179e-313	4.72304
6.41844	-0.900614	-2.79047	1.26318	1.74077	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498	4.03179e-313	0.259552
6.27905	-1.10431	-2.59	1.16832	1.16836	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898	4.03179e-313	9.64808
6.33731	-1.43907	-2.68968	1.61108	1.76848	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894	4.03179e-313	22.4325
6.28874	-1.67539	-2.4928	1.59001	1.37845	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985	4.03179e-313	14.7783
6.33681	-1.97722	-2.60695	1.79865	1.49751	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994	4.03179e-313	3.9205
6.34944	-2.24901	-2.53877	1.84868	1.31524	6.32593	-2.40018	6.35	-2.4	0	-2.72613	4.03179e-313	6.49528
6.43131	-2.55447	-2.59425	1.98075	1.298	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851	4.03179e-313	0.805125
6.4897	-2.82467	-2.55067	2.03264	1.17144	6.46536	-3.00452	6.45	-3	0	-2.99754	4.03179e-313	4.92066
6.58852	-3.11569	-2.60733	2.1189	1.13011	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312	4.03179e-313	1.27573
6.73156	-3.41562	-2.69598	2.22237	1.11821	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583	4.03179e-313	2.2109
6.87045	-3.69214	-2.68783	2.28383	1.04412	6.83625	-3.92723	6.8	-3.9	0.907988	-2.72396	4.03179e-313	2.37183
7.00304	-3.96543	-2.67282	2.32657	0.963779	6.86943	-4.18507	6.9	-4.2	0.909334	-2.72801	4.03179e-313	2.73777
7.11997	-4.21492	-2.57398	2.34476	0.859545	7.05156	-4.49706	7	-4.45	0.910054	-1.8201	4.03179e-313	9.98578
7.25398	-4.47287	-2.55577	2.36926	0.787654	7.10252	-4.67934	7.1	-4.7	0.908302	-2.72489	4.03179e-313	2.18324
7.42972	-4.7722	-2.65895	2.3953	0.737536	7.3138	-5.05204	7.25	-5	1.81907	-2.72861	4.03179e-313	4.47358
7.56248	-5.04211	-2.64211	2.39572	0.660985	7.29446	-5.23429	7.4	-5.3	0.908194	-2.7246	4.03179e-313	2.35976
7.72159	-5.32095	-2.65172	2.39675	0.593772	7.63082	-5.61863	7.55	-5.55	1.81974	-1.81974	4.03179e-313	1.65795
7.85586	-5.58264	-2.62468	2.38831	0.525188	7.60376	-5.74774	7.7	-5.8	0.90983	-2.72951	4.03179e-313	1.94254
8.04637	-5.87665	-2.76769	2.3949	0.491538	7.82165	-6.06822	7.85	-6.1	1.9986	-2.9979	4.03179e-313	10.5873
8.20749	-6.14436	-2.75582	2.38363	0.433248	8.17338	-6.44684	8.05	-6.35	1.81738	-1.81739	4.03179e-313	1.67375
8.34885	-6.40592	-2.72292	2.36699	0.374723	8.08628	-6.51855	8.2	-6.6	0.909293	-2.72787	4.03179e-313	1.57507
8.50052	-6.67244	-2.72292	2.35243	0.326247	8.25648	-6.78122	8.35	-6.85	1.81994	-1.81993	4.03179e-313	0.938155
8.6328	-6.92459	-2.70311	2.33128	0.276994	8.39359	-7.01743	8.5	-7.1	1.00006	-3.00018	4.03179e-313	0.977352
8.81642	-7.19673	-2.81277	2.3326	0.264669	8.64403	-7.39047	8.65	-7.4	1.99807	-2.99712	4.03179e-313	6.61108
8.92899	-7.46413	-2.72959	2.28726	0.193857	8.87176	-7.71912	8.8	-7.65	0.909955	-1.8199	4.03179e-313	5.79314
9.07021	-7.7366	-2.74921	2.26442	0.1596	8.88333	-7.88636	8.9	-7.9	0.999086	-2.9973	4.03179e-313	0.750895
9.12433	-7.99698	-2.6387	2.1924	0.0695749	8.8564	-8.01424	9	-8.15	0.909309	-1.8186	4.03179e-313	7.23695
9.26879	-8.26977	-2.67992	2.18008	0.060555	9.17781	-8.47056	9.1	-8.4	1.0004	-3.00119	4.03179e-313	1.02862
9.32386	-8.55268	-2.60966	2.10056	-0.0272763	9.22922	-8.6898	9.2	-8.65	0.909508	-1.819	4.03179e-313	4.37371
9.61628	-8.78644	-2.81775	2.23833	0.152262	9.37748	-9.00609	9.35	-8.95	1.99965	-3.99928	4.03179e-313	30.8573
